0.506,2012
1.007,2662
1.521,2671
2.021,2664
2.541,2659
3.051,2636
3.551,2645
4.061,2626
4.561,2622
6.591,2572
7.111,2615
7.611,2607
8.121,2606
8.621,2577
9.131,2592
9.641,2575
10.151,2559
10.651,2547
12.681,2549
13.191,2545
13.691,2534
14.201,2522
14.701,2510
15.221,2512
15.721,2494
16.231,2476
16.731,2485
18.761,2472
19.271,2478
19.771,2439
20.291,2448
20.791,2419
21.301,2432
21.811,2412
22.321,2408
22.821,2409
24.841,2390
25.361,2366
25.861,2366
26.371,2369
26.871,2359
27.391,2349
27.891,2336
28.401,2322
28.901,2318
30.931,2303
31.441,2283
31.941,2273
32.461,2249
32.961,2254
33.471,2250
33.981,2241
34.481,2228
35.001,2214
37.031,2192
37.531,2191
38.041,2174
38.541,2169
39.051,2186
39.551,2133
40.071,2138
40.571,2130
41.081,2114
43.111,2111
43.611,2072
44.121,2089
44.621,2055
45.141,2075
45.641,2037
46.151,2046
46.651,2034
48.681,1890
49.191,2030
49.701,1993
50.211,1979
50.711,1976
51.221,1950
51.721,1948
52.241,1941
52.741,1901
54.761,1881
55.281,1906
55.781,1867
56.291,1890
56.791,1850
57.311,1859
57.811,1822
58.321,1852
58.821,1831
60.851,1811
61.361,1823
61.861,1791
62.381,1781
62.881,1773
63.391,1757
63.891,1747
64.411,1758
64.921,1728
66.981,1729
67.491,1696
67.991,1705
68.511,1700
69.011,1671
69.521,1672
70.021,1677
70.541,1659
71.051,1642
73.111,1627
73.611,1605
74.121,1610
74.631,1594
75.141,1591
75.641,1575
76.151,1589
76.651,1556
77.171,1562
79.191,1555
79.691,1540
80.211,1528
80.721,1500
81.241,1498
81.751,1475
82.271,1497
82.781,1469
83.281,1482
85.311,1464
85.821,1450
86.321,1453
86.841,1457
87.341,1397
87.851,1418
88.361,1403
88.871,1400
90.891,1321
91.391,1364
91.911,1383
92.411,1342
92.921,1355
93.421,1347
93.941,1354
94.451,1311
94.971,1324
97.021,1309
97.531,1295
98.041,1286
98.541,1274
99.051,1294
99.551,1267
100.071,1284
100.571,1263
101.081,1260
103.111,1237
103.621,1220
104.141,1228
104.651,1203
105.171,1219
105.681,1188
106.181,1197
106.701,1220
107.201,1163
109.221,1183
109.741,1191
110.241,1156
110.751,1172
111.261,1153
111.771,1165
112.271,1147
112.781,1155
113.291,1130
115.311,1111
115.821,1120
116.321,1107
116.841,1115
117.351,1080
117.871,1090
118.381,1073
118.901,1077
119.411,1059
121.441,1050
121.941,1070
122.451,1060
122.951,1050
123.471,1039
123.971,1025
124.481,1035
124.981,1015
127.021,920
127.521,1000
128.041,1011
128.541,989
129.051,1008
129.551,992
130.071,987
130.561,968
131.081,1015
133.111,927
133.611,966
134.121,982
134.621,947
135.141,956
135.631,936
136.151,963
136.651,931
137.161,953
139.191,911
139.691,903
140.211,918
140.711,899
141.221,929
141.721,901
142.231,910
142.731,895
143.251,912
145.281,888
145.781,879
146.291,893
146.791,875
147.301,882
147.801,887
148.321,867
148.821,850
149.331,864
151.361,847
151.861,840
152.371,862
152.881,829
153.391,821
153.891,833
154.401,831
154.901,819
155.421,852
157.441,832
157.941,803
158.461,822
158.971,784
159.471,792
159.991,808
160.491,765
161.001,810
161.501,781
163.531,769
164.041,785
164.551,776
165.061,787
165.561,772
166.071,762
166.571,773
167.081,766
167.581,770
169.611,765
170.131,763
170.631,749
171.141,763
171.639,745
172.153,763
172.655,742
173.165,755
